,Disagreement,Density
110,7.103973653192971e-06,0.3
111,1.0530314925940019e-05,0.3
112,1.1654023684912442e-05,0.3
113,7.281607978344791e-06,0.3
114,8.4821815958258e-06,0.3
115,7.710323932210217e-06,0.3
116,9.296320126475025e-06,0.3
117,1.0528612485561988e-05,0.3
118,1.671151773340297e-05,0.3
119,1.629192087574178e-05,0.3
120,1.260892799589394e-05,0.3
121,8.795776656775658e-06,0.3
122,9.521566224039006e-06,0.3
123,2.567076089420446e-05,0.3
124,1.1204468801090509e-05,0.3
125,7.3941461159907945e-06,0.3
126,9.0713622643724e-06,0.3
127,5.654247870271947e-06,0.3
128,6.079604948732625e-06,0.3
129,8.686015111148589e-06,0.3
130,6.6735594733013555e-06,0.3
131,7.222691035559176e-06,0.3
132,1.2170502615690252e-05,0.3
133,1.099708709236831e-05,0.3
134,1.0551251349550093e-05,0.3
135,1.1391633250066994e-05,0.3
136,7.56213432055298e-06,0.3
137,1.1627963893684185e-05,0.3
138,8.320998584607993e-06,0.3
139,7.819094492335854e-06,0.3
140,1.0388686975171388e-05,0.3
141,7.861919832262521e-06,0.3
142,5.830773408518149e-06,0.3
143,9.649173427743145e-06,0.3
144,7.996660357845447e-06,0.3
145,1.103367417744374e-05,0.3
146,5.1388578611885245e-06,0.3
147,8.815560208939099e-06,0.3
148,8.637067315194589e-06,0.3
149,1.0981328752456433e-05,0.3
150,1.2131222295151895e-05,0.3
151,5.85627725618599e-06,0.3
152,1.3288395913370614e-05,0.3
153,8.374285862100411e-06,0.3
154,9.70686579073972e-06,0.3
155,9.088270871583798e-06,0.3
156,5.592212649145459e-06,0.3
157,1.3814435228978681e-05,0.3
158,8.178821831075803e-06,0.3
159,1.1200158284107122e-05,0.3
160,1.1026843854002746e-05,0.3
161,1.463684437985136e-05,0.3
162,1.0564680035087745e-05,0.3
163,9.004675479907225e-06,0.3
164,9.778610678751811e-06,0.3
165,7.73980668939063e-06,0.3
166,6.798682137574755e-06,0.3
167,1.1161008873339914e-05,0.3
168,6.46225074630115e-06,0.3
169,1.3211977825510601e-05,0.3
170,1.1767240370917336e-05,0.3
171,7.4650817741262715e-06,0.3
172,6.773660887766418e-06,0.3
173,9.602517734084636e-06,0.3
174,9.897735473968806e-06,0.3
175,7.543768079733944e-06,0.3
176,4.5672082233639505e-06,0.3
177,1.1059727590488293e-05,0.3
178,1.010943731428095e-05,0.3
179,1.074747046969968e-05,0.3
180,6.2914425096525825e-06,0.3
181,1.1063391872333813e-05,0.3
182,6.06099969602406e-06,0.3
183,7.6422446665616e-06,0.3
184,1.4923047157945464e-05,0.3
185,8.000647022483845e-06,0.3
186,1.3529799779506142e-05,0.3
187,1.679999522081537e-05,0.3
188,6.55897145105844e-06,0.3
189,1.3062443468294999e-05,0.3
190,1.2545060874347553e-05,0.3
191,6.815772720012332e-06,0.3
192,9.204007945129345e-06,0.3
193,5.413554150887808e-06,0.3
194,1.4070905403221286e-05,0.3
195,5.4417550973572355e-06,0.3
196,9.029108966213978e-06,0.3
197,1.0697333288186923e-05,0.3
198,8.21346368991114e-06,0.3
199,8.683400940911165e-06,0.3
200,6.4829772500898065e-06,0.4
201,7.1314093484220745e-06,0.4
202,7.981288563497843e-06,0.4
203,8.396635724777801e-06,0.4
204,5.191090934850655e-06,0.4
205,5.172190355482579e-06,0.4
206,6.5643334957819216e-06,0.4
207,4.650714561412717e-06,0.4
208,5.669641419011723e-06,0.4
209,6.6069692627336975e-06,0.4
210,5.94085038170955e-06,0.4
211,7.00934132667816e-06,0.4
212,5.32954396233211e-06,0.4
213,4.868753649981346e-06,0.4
214,6.872492366565875e-06,0.4
215,5.263401324512769e-06,0.4
216,5.887486108766746e-06,0.4
217,4.683578520071768e-06,0.4
218,5.898420467073871e-06,0.4
219,7.316941326928309e-06,0.4
220,6.524249026550225e-06,0.4
221,8.058824535630246e-06,0.4
222,5.5162517251619105e-06,0.4
223,5.16684088695686e-06,0.4
224,6.819892634689196e-06,0.4
225,6.205476743650144e-06,0.4
226,6.21297044302023e-06,0.4
227,8.277114682050764e-06,0.4
228,8.799397693701379e-06,0.4
229,6.6895722696405665e-06,0.4
230,8.994572858272787e-06,0.4
231,4.4734935945521036e-06,0.4
232,4.683795332123387e-06,0.4
233,7.893496797717807e-06,0.4
234,6.7860492770065305e-06,0.4
235,3.989301694808107e-06,0.4
236,6.341416469644514e-06,0.4
237,1.1534780082340673e-05,0.4
238,3.2973561769203435e-06,0.4
239,7.2160603351308234e-06,0.4
240,4.234737374392473e-06,0.4
241,5.649378881989474e-06,0.4
242,4.98511233740322e-06,0.4
243,4.7167221575033196e-06,0.4
244,4.563020979228826e-06,0.4
245,7.018498043200444e-06,0.4
246,7.822229599066673e-06,0.4
247,6.141614240404265e-06,0.4
248,5.968042036315795e-06,0.4
249,3.911700707838314e-06,0.4
250,6.434622673229521e-06,0.4
251,6.005159976513124e-06,0.4
252,8.934659065813783e-06,0.4
253,4.0213869856771154e-06,0.4
254,5.096897860505641e-06,0.4
255,1.0488145235397038e-05,0.4
256,5.508463848929756e-06,0.4
257,6.622724514168821e-06,0.4
258,5.6559068984231994e-06,0.4
259,7.107978560367934e-06,0.4
260,8.777198182157618e-06,0.4
261,4.133939541801246e-06,0.4
262,8.149384678653387e-06,0.4
263,4.643361558043366e-06,0.4
264,6.992709808655885e-06,0.4
265,5.825487295052607e-06,0.4
266,6.9301136806914275e-06,0.4
267,7.519497810199035e-06,0.4
268,5.775165950959127e-06,0.4
269,3.819132167740355e-06,0.4
270,6.801616370661479e-06,0.4
271,5.96982819886291e-06,0.4
272,7.537638513308632e-06,0.4
273,5.927406467950618e-06,0.4
274,8.026977706135569e-06,0.4
275,5.970489503885364e-06,0.4
276,5.758610887394468e-06,0.4
277,4.306488911336675e-06,0.4
278,6.020372604510596e-06,0.4
279,7.7190603739933e-06,0.4
280,6.005466678740127e-06,0.4
281,3.851682328751929e-06,0.4
282,4.801262728185304e-06,0.4
283,6.646686277535539e-06,0.4
284,6.479909649647501e-06,0.4
285,5.4766624393296e-06,0.4
286,8.266159053759868e-06,0.4
287,7.507960431449571e-06,0.4
288,3.973588497869941e-06,0.4
289,5.8879369977011496e-06,0.4
290,8.608978844137866e-06,0.4
291,8.953428019197817e-06,0.4
292,4.869914880539044e-06,0.4
293,6.4265023057293365e-06,0.4
294,3.429792305826261e-06,0.4
295,4.460255737681022e-06,0.4
296,6.099926130130329e-06,0.4
297,8.191992298028438e-06,0.4
298,7.223265537871478e-06,0.4
299,6.916084162280116e-06,0.4
300,5.012313451826219e-06,0.5
301,6.001894225775998e-06,0.5
302,4.638351906074334e-06,0.5
303,2.801356862983891e-06,0.5
304,6.550185214754709e-06,0.5
305,3.805604837542059e-06,0.5
306,4.100671248967721e-06,0.5
307,3.583072102983063e-06,0.5
308,7.953777299470198e-06,0.5
309,4.936274695134176e-06,0.5
310,3.908010417397652e-06,0.5
311,4.5553756115897325e-06,0.5
312,3.906367231535994e-06,0.5
313,7.909986169920104e-06,0.5
314,5.152905406401559e-06,0.5
315,5.358029946725573e-06,0.5
316,3.822130114389666e-06,0.5
317,3.3153876146542857e-06,0.5
318,5.956898350152432e-06,0.5
319,3.678825499815104e-06,0.5
320,4.0216372218140046e-06,0.5
321,3.4881573721869053e-06,0.5
322,3.740147754887974e-06,0.5
323,4.102017120014584e-06,0.5
324,4.9639691386988436e-06,0.5
325,4.061789927648074e-06,0.5
326,4.730776312026903e-06,0.5
327,2.9262819670229336e-06,0.5
328,6.2139113599191275e-06,0.5
329,2.940949160871162e-06,0.5
330,5.018906926051385e-06,0.5
331,4.0500136866215715e-06,0.5
332,5.48476008628607e-06,0.5
333,3.891919218888653e-06,0.5
334,4.6049927784589265e-06,0.5
335,4.247852165908207e-06,0.5
336,4.0143476008835965e-06,0.5
337,2.922898123612035e-06,0.5
338,5.799586314070943e-06,0.5
339,5.253573563922591e-06,0.5
340,4.895060716462406e-06,0.5
341,3.85426179598204e-06,0.5
342,4.7475874884887495e-06,0.5
343,3.95433573799823e-06,0.5
344,5.843770833220407e-06,0.5
345,7.299373245388083e-06,0.5
346,3.554818894025272e-06,0.5
347,3.6276363790586987e-06,0.5
348,3.676933578415897e-06,0.5
349,3.9901698025481445e-06,0.5
350,4.194124136938106e-06,0.5
351,4.275247225662661e-06,0.5
352,5.507475461540321e-06,0.5
353,4.55734519630562e-06,0.5
354,3.5108660527153047e-06,0.5
355,4.708048811065957e-06,0.5
356,3.862076920560308e-06,0.5
357,3.3127760932469277e-06,0.5
358,4.366238081562962e-06,0.5
359,3.877196523693227e-06,0.5
360,5.744575776878348e-06,0.5
361,5.264050598359413e-06,0.5
362,5.211078025378569e-06,0.5
363,6.047858851393381e-06,0.5
364,3.0013192054700513e-06,0.5
365,4.492036809417972e-06,0.5
366,3.629721887500261e-06,0.5
367,4.079264682966983e-06,0.5
368,5.232831987348834e-06,0.5
369,5.021859335234371e-06,0.5
370,2.6526256797538923e-06,0.5
371,4.731873441514081e-06,0.5
372,5.460685367716118e-06,0.5
373,4.458665170959104e-06,0.5
374,4.4263708260203994e-06,0.5
375,4.059402535356892e-06,0.5
376,7.462155238876005e-06,0.5
377,5.469201992951152e-06,0.5
378,2.7096789041242125e-06,0.5
379,4.623832225661696e-06,0.5
380,4.14151889444189e-06,0.5
381,4.7111464725837485e-06,0.5
382,7.171435058048584e-06,0.5
383,3.377918278380653e-06,0.5
384,4.792515028252814e-06,0.5
385,4.9367922983491535e-06,0.5
386,6.028141097477755e-06,0.5
387,5.468285386699434e-06,0.5
388,5.034330640397933e-06,0.5
389,2.9381422892547124e-06,0.5
390,3.7728155907508216e-06,0.5
391,3.818090465938292e-06,0.5
392,4.741602766859113e-06,0.5
393,4.400366817833723e-06,0.5
394,4.3402786862568625e-06,0.5
395,3.4130461871384608e-06,0.5
396,5.338278692697677e-06,0.5
397,4.562045368817642e-06,0.5
398,5.382505339666404e-06,0.5
399,6.052748235511911e-06,0.5
400,4.088405825011396e-06,0.6
401,2.7081211645242775e-06,0.6
402,4.03863424139691e-06,0.6
403,3.5738646005827368e-06,0.6
404,4.33769425903384e-06,0.6
405,4.589314876905264e-06,0.6
406,3.515970950437891e-06,0.6
407,4.6673798607057264e-06,0.6
408,5.3434031626048524e-06,0.6
409,4.3419809779701145e-06,0.6
410,3.908848549685742e-06,0.6
411,3.643788502266747e-06,0.6
412,3.982585037311685e-06,0.6
413,3.7041843981815378e-06,0.6
414,3.863670123516291e-06,0.6
415,5.961108276017295e-06,0.6
416,4.095626765580438e-06,0.6
417,4.851030626004119e-06,0.6
418,2.1685971321308946e-06,0.6
419,4.214935032270328e-06,0.6
420,3.878977392446882e-06,0.6
421,3.042998801498204e-06,0.6
422,3.2597621970920137e-06,0.6
423,3.15701045119433e-06,0.6
424,3.9557062806493795e-06,0.6
425,5.031457791415641e-06,0.6
426,3.7929977704372495e-06,0.6
427,4.2634849918255245e-06,0.6
428,4.884303164806026e-06,0.6
429,4.812265232679166e-06,0.6
430,4.018203272754832e-06,0.6
431,5.3118003905282975e-06,0.6
432,2.998034513409764e-06,0.6
433,3.008432782639479e-06,0.6
434,3.4301280077008724e-06,0.6
435,4.9917436117487914e-06,0.6
436,4.256524174611164e-06,0.6
437,4.4840956269900096e-06,0.6
438,4.160088310885833e-06,0.6
439,3.023093238785566e-06,0.6
440,4.456525582572783e-06,0.6
441,2.911855576853624e-06,0.6
442,4.881342581364423e-06,0.6
443,3.6598745873039655e-06,0.6
444,3.551983788809779e-06,0.6
445,3.899765444334098e-06,0.6
446,5.319527912390786e-06,0.6
447,4.684985367286341e-06,0.6
448,3.9566795191365185e-06,0.6
449,5.429327014221959e-06,0.6
450,4.520751413208398e-06,0.6
451,2.536389880696567e-06,0.6
452,5.2167531867105674e-06,0.6
453,3.5505305703701973e-06,0.6
454,3.8425240429621335e-06,0.6
455,2.691252566588117e-06,0.6
456,3.1037009801684077e-06,0.6
457,3.489998588784346e-06,0.6
458,4.790901516440712e-06,0.6
459,3.0696369709902796e-06,0.6
460,3.723343724512127e-06,0.6
461,3.0139335556105934e-06,0.6
462,3.770969338711785e-06,0.6
463,3.4732186065833855e-06,0.6
464,3.5994044652701127e-06,0.6
465,3.9607901204923125e-06,0.6
466,4.516810949095065e-06,0.6
467,3.373523531003136e-06,0.6
468,4.923682732681344e-06,0.6
469,3.4198882648982694e-06,0.6
470,2.942169847232154e-06,0.6
471,3.822740870310063e-06,0.6
472,3.1525116932547717e-06,0.6
473,3.1908416647382828e-06,0.6
474,4.230482554568051e-06,0.6
475,3.322278481346536e-06,0.6
476,3.6376567600584247e-06,0.6
477,3.593723513813642e-06,0.6
478,4.238074003476004e-06,0.6
479,2.921587406972599e-06,0.6
480,3.7837929012731165e-06,0.6
481,2.5659791285557732e-06,0.6
482,4.718377626049749e-06,0.6
483,3.4893072178081554e-06,0.6
484,4.402907231589083e-06,0.6
485,3.2462123241372725e-06,0.6
486,3.7217936029530247e-06,0.6
487,5.709139217329729e-06,0.6
488,2.8767361168371676e-06,0.6
489,3.2545561370178306e-06,0.6
490,3.6303927386951325e-06,0.6
491,3.8160805676543026e-06,0.6
492,6.193643516622862e-06,0.6
493,3.2454410173354326e-06,0.6
494,3.294144249439235e-06,0.6
495,2.896928895767099e-06,0.6
496,4.0431956920661505e-06,0.6
497,3.922624715823525e-06,0.6
498,4.779322652439149e-06,0.6
499,3.6775395538029777e-06,0.6
500,3.3910458655723123e-06,0.7
501,2.2626183152123924e-06,0.7
502,2.5403754326421853e-06,0.7
503,2.6122936024199838e-06,0.7
504,3.984636905038018e-06,0.7
505,3.23951688930294e-06,0.7
506,3.0145487550765583e-06,0.7
507,3.2088977989344414e-06,0.7
508,3.0999760117193456e-06,0.7
509,2.8692153045726756e-06,0.7
510,3.0671209382771337e-06,0.7
511,3.336883231300208e-06,0.7
512,2.4004114190489733e-06,0.7
513,3.564341268832199e-06,0.7
514,2.703285140109331e-06,0.7
515,3.4274380260132295e-06,0.7
516,3.3298554416894638e-06,0.7
517,3.5931778262703166e-06,0.7
518,2.8875502271802716e-06,0.7
519,4.273704373565719e-06,0.7
520,3.205385240898076e-06,0.7
521,3.649215966851377e-06,0.7
522,2.5942533380852194e-06,0.7
523,2.2697218401811737e-06,0.7
524,2.7621127800660745e-06,0.7
525,3.2136296304745254e-06,0.7
526,2.475102911155402e-06,0.7
527,2.4632085171692938e-06,0.7
528,3.0473290776109114e-06,0.7
529,2.777901309105622e-06,0.7
530,3.3469736013003208e-06,0.7
531,2.6655444516543373e-06,0.7
532,2.85868895980245e-06,0.7
533,4.6725646785468715e-06,0.7
534,3.120459689961299e-06,0.7
535,4.677328842639971e-06,0.7
536,3.478250978662157e-06,0.7
537,2.771556135314937e-06,0.7
538,3.5793939261593457e-06,0.7
539,5.296907908476338e-06,0.7
540,3.3079905154011132e-06,0.7
541,3.908743020850691e-06,0.7
542,3.987853637404559e-06,0.7
543,3.6212782927650016e-06,0.7
544,3.591917091226141e-06,0.7
545,3.917515942746325e-06,0.7
546,3.5933832785227213e-06,0.7
547,3.1176277864798647e-06,0.7
548,3.7148370815088255e-06,0.7
549,4.419829045738031e-06,0.7
550,4.391150135427735e-06,0.7
551,3.1335616555363848e-06,0.7
552,2.7023286166760543e-06,0.7
553,3.802212111792323e-06,0.7
554,4.004975223010208e-06,0.7
555,3.7447544103273928e-06,0.7
556,4.066623210149624e-06,0.7
557,3.785227022839886e-06,0.7
558,2.685122769738286e-06,0.7
559,5.04655834191606e-06,0.7
560,3.3464041841189084e-06,0.7
561,3.346620737214955e-06,0.7
562,2.8646435668393744e-06,0.7
563,4.001759839795966e-06,0.7
564,3.591335315137335e-06,0.7
565,2.4555971410283395e-06,0.7
566,3.831734326047415e-06,0.7
567,2.9523980585553722e-06,0.7
568,2.3621254304329752e-06,0.7
569,2.8080858170442125e-06,0.7
570,2.9397530474482704e-06,0.7
571,3.7290633517591644e-06,0.7
572,3.4647198939747487e-06,0.7
573,3.088919169038359e-06,0.7
574,2.839115559246623e-06,0.7
575,2.407011075330364e-06,0.7
576,3.292320732936153e-06,0.7
577,3.855471168713278e-06,0.7
578,4.729250663614922e-06,0.7
579,3.651056959379363e-06,0.7
580,2.9097591948419737e-06,0.7
581,3.376910273610021e-06,0.7
582,3.9331691540914825e-06,0.7
583,6.594503436558514e-06,0.7
584,3.375822141242064e-06,0.7
585,3.4311353609666933e-06,0.7
586,3.391904230955744e-06,0.7
587,3.3718370338052404e-06,0.7
588,2.6626743553636878e-06,0.7
589,2.8773059005680438e-06,0.7
590,2.464406966474456e-06,0.7
591,2.9621739593574414e-06,0.7
592,5.588549026334767e-06,0.7
593,3.450359764694969e-06,0.7
594,3.468576716989983e-06,0.7
595,2.655707361927536e-06,0.7
596,4.6184764210094e-06,0.7
597,3.0078876022341938e-06,0.7
598,3.844261067738218e-06,0.7
599,1.8791497758839938e-06,0.7
600,3.3848813905911735e-06,0.8
601,2.8637614222562495e-06,0.8
602,3.778689799854739e-06,0.8
603,3.0162261801807743e-06,0.8
604,3.0932731767041006e-06,0.8
605,3.3742671812854775e-06,0.8
606,2.957418615974095e-06,0.8
607,2.72735747746802e-06,0.8
608,3.1033970497509654e-06,0.8
609,3.131844097243406e-06,0.8
610,3.198346884080062e-06,0.8
611,2.8215876981434915e-06,0.8
612,2.3751782432871e-06,0.8
613,2.3068439932694847e-06,0.8
614,4.167201607207875e-06,0.8
615,3.520747374725975e-06,0.8
616,3.051903660511658e-06,0.8
617,2.9790004177047817e-06,0.8
618,3.501330510399557e-06,0.8
619,3.742592467525219e-06,0.8
620,3.6120937225163487e-06,0.8
621,2.720687960832908e-06,0.8
622,3.826235450692889e-06,0.8
623,2.8574836235320834e-06,0.8
624,2.541442592391074e-06,0.8
625,2.8685270710826444e-06,0.8
626,2.5772825432588776e-06,0.8
627,2.0376453452557098e-06,0.8
628,2.4701081460764663e-06,0.8
629,2.465562602583687e-06,0.8
630,2.8420283861074833e-06,0.8
631,2.8689729956377815e-06,0.8
632,3.370869279939826e-06,0.8
633,3.586867844516138e-06,0.8
634,3.026521411007585e-06,0.8
635,3.1682655499107477e-06,0.8
636,3.579759492379255e-06,0.8
637,3.147123459065155e-06,0.8
638,3.94849688396704e-06,0.8
639,3.9628749073758695e-06,0.8
640,2.841041169668986e-06,0.8
641,3.437043307521879e-06,0.8
642,3.4957932270241474e-06,0.8
643,2.1547224895912557e-06,0.8
644,3.597200122605045e-06,0.8
645,2.229336303098297e-06,0.8
646,4.006601349923138e-06,0.8
647,3.1184244584571683e-06,0.8
648,2.7904891998222523e-06,0.8
649,2.4576221489309513e-06,0.8
650,3.266913827264194e-06,0.8
651,3.3060502110960805e-06,0.8
652,2.7030921131979034e-06,0.8
653,2.1305494719204353e-06,0.8
654,2.217121601910628e-06,0.8
655,2.124684135591369e-06,0.8
656,3.005046293885528e-06,0.8
657,2.2689708454937277e-06,0.8
658,3.4682297536944462e-06,0.8
659,3.4465825989420446e-06,0.8
660,3.2120986168187808e-06,0.8
661,3.234545050811712e-06,0.8
662,2.9211481317890625e-06,0.8
663,3.5107374935416023e-06,0.8
664,2.0960662848696875e-06,0.8
665,2.5370033217427294e-06,0.8
666,4.047820793123106e-06,0.8
667,2.81905592732471e-06,0.8
668,2.941796164206236e-06,0.8
669,2.674712411975066e-06,0.8
670,2.6963872414156144e-06,0.8
671,3.399874270964525e-06,0.8
672,2.190990353993526e-06,0.8
673,3.0430742773387373e-06,0.8
674,4.342128739849472e-06,0.8
675,3.420622428218967e-06,0.8
676,2.841944058813781e-06,0.8
677,2.708215189007328e-06,0.8
678,4.379054880000104e-06,0.8
679,2.5679539697663014e-06,0.8
680,2.542579255095441e-06,0.8
681,4.8637744250937045e-06,0.8
682,2.6668688742948625e-06,0.8
683,3.582010531177223e-06,0.8
684,3.4705028385478723e-06,0.8
685,3.1734978751362616e-06,0.8
686,2.6524762845642954e-06,0.8
687,2.703096645571842e-06,0.8
688,2.702899075387595e-06,0.8
689,2.9346324633466376e-06,0.8
690,3.4694172406038867e-06,0.8
691,2.9270228030289473e-06,0.8
692,2.4740305482937496e-06,0.8
693,4.159466780056244e-06,0.8
694,2.5872065607210864e-06,0.8
695,2.667282193306581e-06,0.8
696,3.920366976111025e-06,0.8
697,3.110288497155999e-06,0.8
698,2.2342493512555694e-06,0.8
699,3.201805507607273e-06,0.8
700,2.5170630761093997e-06,0.9
701,2.9648025938335363e-06,0.9
702,2.4817366529818597e-06,0.9
703,2.808669209532177e-06,0.9
704,2.7624349381249407e-06,0.9
705,2.5037061587387105e-06,0.9
706,2.8401340192624023e-06,0.9
707,2.7792309311794245e-06,0.9
708,3.0799200734853255e-06,0.9
709,2.674794635529984e-06,0.9
710,2.6963059026704867e-06,0.9
711,3.1709305602174714e-06,0.9
712,2.8775312891891245e-06,0.9
713,3.3774289013391988e-06,0.9
714,2.6446963982046335e-06,0.9
715,2.7643906073861882e-06,0.9
716,2.3114362096572946e-06,0.9
717,2.5836912020280554e-06,0.9
718,2.6453565554243713e-06,0.9
719,2.6693291238036126e-06,0.9
720,3.079045197918063e-06,0.9
721,2.4887528090825828e-06,0.9
722,3.136326554783396e-06,0.9
723,3.574476687437368e-06,0.9
724,3.333435722207437e-06,0.9
725,2.2403418482178375e-06,0.9
726,2.333965949115879e-06,0.9
727,2.787385111130129e-06,0.9
728,2.460891502118879e-06,0.9
729,3.0528161583029805e-06,0.9
730,2.357667163130144e-06,0.9
731,2.7465109237838123e-06,0.9
732,3.0552785938674693e-06,0.9
733,1.612350331657143e-06,0.9
734,2.220718522939431e-06,0.9
735,3.1913349784482916e-06,0.9
736,2.9652945706291466e-06,0.9
737,3.191498470827266e-06,0.9
738,2.6403439059972118e-06,0.9
739,3.0454687420969597e-06,0.9
740,2.8389721942023045e-06,0.9
741,1.9834955830470035e-06,0.9
742,1.997339651101779e-06,0.9
743,3.2709848400468123e-06,0.9
744,3.4327452719841546e-06,0.9
745,3.1174935474017695e-06,0.9
746,2.6098077759958252e-06,0.9
747,3.4883385792562304e-06,0.9
748,2.72385046032575e-06,0.9
749,2.9650383210095215e-06,0.9
750,2.3672973240106326e-06,0.9
751,2.5593355424318222e-06,0.9
752,2.756681751210479e-06,0.9
753,2.4981710041840483e-06,0.9
754,3.1659334245478886e-06,0.9
755,3.404735321105967e-06,0.9
756,3.2913612082747485e-06,0.9
757,3.449241191759907e-06,0.9
758,2.6829651752503677e-06,0.9
759,2.4621710423741676e-06,0.9
760,3.088750955254237e-06,0.9
761,2.5629997941428883e-06,0.9
762,2.6429152863241636e-06,0.9
763,2.478169138728282e-06,0.9
764,2.2017029673021823e-06,0.9
765,1.5740084892699582e-06,0.9
766,3.205031175494082e-06,0.9
767,2.6891665909918093e-06,0.9
768,3.524089144593515e-06,0.9
769,2.8432748979103167e-06,0.9
770,3.4416381705792515e-06,0.9
771,2.5932471651437367e-06,0.9
772,2.32316963513705e-06,0.9
773,1.7048091780436413e-06,0.9
774,2.053004405633762e-06,0.9
775,3.3914312077061164e-06,0.9
776,2.5481358894091223e-06,0.9
777,2.19144521316898e-06,0.9
778,2.60034340978817e-06,0.9
779,2.631673737316016e-06,0.9
780,2.9443458919120364e-06,0.9
781,3.7568788617763356e-06,0.9
782,2.6907738443410503e-06,0.9
783,2.3234718351701718e-06,0.9
784,2.1634727992885797e-06,0.9
785,2.337722237166974e-06,0.9
786,3.0943094187039282e-06,0.9
787,3.1262702579647638e-06,0.9
788,2.7577178675640405e-06,0.9
789,3.4050310793621957e-06,0.9
790,3.3557280142401983e-06,0.9
791,2.9690474965728448e-06,0.9
792,2.1417300684013886e-06,0.9
793,3.033763932266342e-06,0.9
794,3.165079483971332e-06,0.9
795,2.5651016507526727e-06,0.9
796,3.7490936046977297e-06,0.9
797,1.8764000844715784e-06,0.9
798,1.908176295027997e-06,0.9
799,2.842461923677515e-06,0.9
800,2.0191002434169134e-06,1.0
